"Order","id","sp","rep","ind","twig","Row","Col","Treat","Final.lab","chill","time","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day1","day2","day3","day","tleaf","lleaf","chillport","lday","fday","bday","nl"
3,"BETALL18_HF_04","BETALL","18","BETALL18",4,4,1,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,54,NA,22,1
3,"BETALL18_HF_05","BETALL","18","BETALL18",5,3,9,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,43,NA,32,1
2,"BETALL18_HF_06","BETALL","18","BETALL18",6,2,3,"1_1",NA,"chill1","time1",NA,NA,"-","1","","TS",13,-2,-18,13,NA,1,40.243854,NA,NA,36,0
3,"BETALL18_HF_07","BETALL","18","BETALL18",7,4,1,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,29,NA,29,1
3,"BETALL18_HF_08","BETALL","18","BETALL18",8,4,9,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,43,NA,32,1
2,"BETALL18_HF_09","BETALL","18","BETALL18",9,5,2,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,55,NA,21,1
2,"BETALL18_HF_10","BETALL","18","BETALL18",10,1,8,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,39,NA,22,1
2,"BETALL18_HF_11","BETALL","18","BETALL18",11,1,3,"4_1",NA,"chill4","time1",NA,NA,"-","0","","TS",13,-2,-18,13,NA,0,40.243854,43,NA,25,1
3,"BETALL18_HF_12","BETALL","18","BETALL18",12,2,9,"4_1",NA,"chill4","time1",NA,NA,"-","1","","TS",13,-2,-18,13,NA,1,40.243854,43,NA,29,1
2,"BETALL19_HF_01","BETALL","19","BETALL19",1,1,7,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,NA,NA,39,0
2,"BETALL19_HF_02","BETALL","19","BETALL19",2,1,7,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,54,NA,22,1
3,"BETALL19_HF_03","BETALL","19","BETALL19",3,1,2,"4_1",NA,"chill4","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,43,NA,32,1
3,"BETALL19_HF_04","BETALL","19","BETALL19",4,3,4,"2_1",NA,"chill2","time1",NA,NA,"-","0","","TS",13,-2,-18,13,NA,0,40.243854,42,NA,29,1
3,"BETALL19_HF_05","BETALL","19","BETALL19",5,4,9,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,39,NA,8,1
3,"BETALL19_HF_06","BETALL","19","BETALL19",6,1,8,"4_1",NA,"chill4","time1",NA,NA,"-","0","","TS",13,-2,-18,13,NA,0,40.243854,39,NA,25,1
2,"BETALL19_HF_07","BETALL","19","BETALL19",7,8,7,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,52,NA,24,1
2,"BETALL19_HF_08","BETALL","19","BETALL19",8,2,6,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,39,NA,22,1
2,"BETALL19_HF_09","BETALL","19","BETALL19",9,4,6,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,25,NA,25,1
3,"BETALL19_HF_10","BETALL","19","BETALL19",10,3,7,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,39,NA,17,1
1,"BETALL19_HF_11","BETALL","19","BETALL19",11,8,1,"8_2",13,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,28,NA,24,1
3,"BETALL19_HF_12","BETALL","19","BETALL19",12,2,7,"1_1",NA,"chill1","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,42,NA,29,1
NA,"BETALL20_HF_01","BETALL","20","BETALL20",1,5,4,"8_3",15,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,11,NA,11,1
3,"BETALL20_HF_02","BETALL","20","BETALL20",2,5,7,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,45.4964798983769,49,NA,27,1
2,"BETALL20_HF_03","BETALL","20","BETALL20",3,3,3,"2_1",NA,"chill2","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,64,NA,36,1
2,"BETALL20_HF_04","BETALL","20","BETALL20",4,7,2,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,55,NA,24,1
2,"BETALL20_HF_05","BETALL","20","BETALL20",5,5,8,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,28,NA,28,1
3,"BETALL20_HF_06","BETALL","20","BETALL20",6,2,2,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,61,NA,33,1
3,"BETALL20_HF_07","BETALL","20","BETALL20",7,5,4,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,NA,NA,NA,0
2,"BETALL20_HF_08","BETALL","20","BETALL20",8,3,6,"2_1",NA,"chill2","time1",NA,NA,"-","1","","TS",13,-2,-18,13,NA,1,40.243854,42,NA,36,1
3,"BETALL20_HF_09","BETALL","20","BETALL20",9,3,7,"8_1",NA,"chill8","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,43,NA,39,1
1,"BETALL20_HF_10","BETALL","20","BETALL20",10,2,9,"1_3",4,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,33,NA,17,1
3,"BETALL20_HF_11","BETALL","20","BETALL20",11,3,4,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,47,NA,39,1
3,"BETALL20_HF_12","BETALL","20","BETALL20",12,2,1,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,42,NA,32,1
3,"BETALL22_HF_01","BETALL","22","BETALL22",1,3,6,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,47,NA,22,1
3,"BETALL22_HF_02","BETALL","22","BETALL22",2,5,3,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,45.4964798983769,52,NA,27,1
2,"BETALL22_HF_03","BETALL","22","BETALL22",3,2,9,"1_3",4,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,39,NA,22,1
2,"BETALL22_HF_04","BETALL","22","BETALL22",4,7,10,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,49,NA,27,1
2,"BETALL22_HF_05","BETALL","22","BETALL22",5,7,4,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,63,NA,24,1
3,"BETALL22_HF_06","BETALL","22","BETALL22",6,8,3,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,28,NA,17,1
1,"BETALL22_HF_07","BETALL","22","BETALL22",7,2,1,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,47,NA,33,1
3,"BETALL22_HF_08","BETALL","22","BETALL22",8,1,8,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,42,NA,29,1
1,"BETALL22_HF_09","BETALL","22","BETALL22",9,4,3,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,39,NA,17,1
3,"BETALL22_HF_10","BETALL","22","BETALL22",10,2,9,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,47,NA,33,1
2,"BETALL22_HF_11","BETALL","22","BETALL22",11,4,7,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,54,NA,33,1
3,"BETALL22_HF_12","BETALL","22","BETALL22",12,5,9,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,55,NA,38,1
3,"BETALLX1_HF_01","BETALL","X1","BETALLX1",1,8,4,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,28,NA,17,1
2,"BETALLX1_HF_02","BETALL","X1","BETALLX1",2,5,8,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,45.4964798983769,27,NA,21,1
2,"BETALLX1_HF_03","BETALL","X1","BETALLX1",3,1,3,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,42,NA,29,1
1,"BETALLX1_HF_04","BETALL","X1","BETALLX1",4,1,4,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,33,NA,17,1
NA,"BETALLX1_HF_05","BETALL","X1","BETALLX1",5,5,5,"8_3",16,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,39,NA,17,1
2,"BETALLX1_HF_06","BETALL","X1","BETALLX1",6,2,8,"4_1",NA,"chill4","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,43,NA,29,1
1,"BETALLX1_HF_07","BETALL","X1","BETALLX1",7,3,6,"8_1",NA,"chill8","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,43,NA,29,1
2,"BETALLX1_HF_08","BETALL","X1","BETALLX1",8,3,8,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,39,NA,17,1
2,"BETALLX1_HF_09","BETALL","X1","BETALLX1",9,2,1,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,33,NA,17,1
1,"BETALLX1_HF_10","BETALL","X1","BETALLX1",10,8,6,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,27,NA,17,1
2,"BETALLX1_HF_11","BETALL","X1","BETALLX1",11,7,6,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,27,NA,17,1
3,"BETALLX1_HF_12","BETALL","X1","BETALLX1",12,6,1,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,28,NA,21,1
2,"BETALLX3_HF_01","BETALL","X3","BETALLX3",1,8,4,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,49,NA,27,1
2,"BETALLX3_HF_02","BETALL","X3","BETALLX3",2,3,4,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,39,NA,22,1
3,"BETALLX3_HF_03","BETALL","X3","BETALLX3",3,3,1,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,39,NA,33,1
3,"BETALLX3_HF_04","BETALL","X3","BETALLX3",4,1,1,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,39,NA,22,1
1,"BETALLX3_HF_05","BETALL","X3","BETALLX3",5,5,2,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,45.4964798983769,27,NA,24,1
1,"BETALLX3_HF_06","BETALL","X3","BETALLX3",6,2,7,"4_1",NA,"chill4","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,43,NA,32,1
1,"BETALLX3_HF_07","BETALL","X3","BETALLX3",7,6,5,"4_2",9,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,55,NA,33,1
1,"BETALLX3_HF_08","BETALL","X3","BETALLX3",8,8,8,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,55,NA,38,1
2,"BETALLX3_HF_09","BETALL","X3","BETALLX3",9,7,8,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,27,NA,27,1
1,"BETALLX3_HF_10","BETALL","X3","BETALLX3",10,1,7,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,39,NA,33,1
1,"BETALLX3_HF_11","BETALL","X3","BETALLX3",11,1,9,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,54,NA,39,1
1,"BETALLX3_HF_12","BETALL","X3","BETALLX3",12,4,7,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,47,NA,17,1
3,"FAGGRA02_HF_01","FAGGRA","2","FAGGRA02",1,4,1,"2_1",NA,"chill2","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,NA,NA,67,0
3,"FAGGRA02_HF_02","FAGGRA","2","FAGGRA02",2,2,7,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,NA,NA,54,0
1,"FAGGRA02_HF_03","FAGGRA","2","FAGGRA02",3,5,8,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,70,NA,55,1
3,"FAGGRA02_HF_04","FAGGRA","2","FAGGRA02",4,7,5,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,NA,NA,NA,0
1,"FAGGRA02_HF_05","FAGGRA","2","FAGGRA02",5,4,6,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,61,NA,47,1
3,"FAGGRA02_HF_06","FAGGRA","2","FAGGRA02",6,7,8,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,NA,NA,55,0
3,"FAGGRA02_HF_07","FAGGRA","2","FAGGRA02",7,2,4,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,NA,NA,61,0
1,"FAGGRA02_HF_08","FAGGRA","2","FAGGRA02",8,1,9,"4_1",NA,"chill4","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,NA,NA,78,0
3,"FAGGRA02_HF_09","FAGGRA","2","FAGGRA02",9,3,3,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,NA,NA,70,0
3,"FAGGRA02_HF_10","FAGGRA","2","FAGGRA02",10,5,1,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,45.4964798983769,NA,NA,63,0
2,"FAGGRA02_HF_11","FAGGRA","2","FAGGRA02",11,3,2,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,54,NA,47,1
2,"FAGGRA02_HF_12","FAGGRA","2","FAGGRA02",12,2,8,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,NA,NA,NA,0
3,"FAGGRA03_HF_01","FAGGRA","3","FAGGRA03",1,3,8,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,40,NA,40,1
3,"FAGGRA03_HF_02","FAGGRA","3","FAGGRA03",2,1,5,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,NA,NA,NA,0
1,"FAGGRA03_HF_03","FAGGRA","3","FAGGRA03",3,2,2,"1_1",NA,"chill1","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,NA,NA,NA,0
3,"FAGGRA03_HF_04","FAGGRA","3","FAGGRA03",4,3,8,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,NA,NA,47,0
3,"FAGGRA03_HF_05","FAGGRA","3","FAGGRA03",5,7,2,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,NA,NA,38,0
1,"FAGGRA03_HF_06","FAGGRA","3","FAGGRA03",6,5,4,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,NA,NA,NA,0
3,"FAGGRA03_HF_07","FAGGRA","3","FAGGRA03",7,4,10,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,NA,NA,54,0
3,"FAGGRA03_HF_08","FAGGRA","3","FAGGRA03",8,3,9,"2_1",NA,"chill2","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,NA,NA,25,0
3,"FAGGRA03_HF_09","FAGGRA","3","FAGGRA03",9,2,3,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,54,NA,54,1
3,"FAGGRA03_HF_10","FAGGRA","3","FAGGRA03",10,1,1,"4_1",NA,"chill4","time1",NA,NA,"-","-","missing","TS",13,-2,-18,13,NA,NA,40.243854,NA,NA,NA,0
3,"FAGGRA03_HF_11","FAGGRA","3","FAGGRA03",11,1,4,"1_1",NA,"chill1","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,NA,NA,78,0
2,"FAGGRA03_HF_12","FAGGRA","3","FAGGRA03",12,3,7,"2_1",NA,"chill2","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,64,NA,64,1
3,"FAGGRA09_HF_01","FAGGRA","9","FAGGRA09",1,1,7,"4_1",NA,"chill4","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,43,NA,43,1
3,"FAGGRA09_HF_02","FAGGRA","9","FAGGRA09",2,4,3,"8_1",NA,"chill8","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,NA,NA,53,0
1,"FAGGRA09_HF_03","FAGGRA","9","FAGGRA09",3,2,2,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,NA,NA,47,0
3,"FAGGRA09_HF_04","FAGGRA","9","FAGGRA09",4,1,2,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,64,NA,64,1
1,"FAGGRA09_HF_05","FAGGRA","9","FAGGRA09",5,3,1,"2_1",NA,"chill2","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,64,NA,64,1
3,"FAGGRA09_HF_06","FAGGRA","9","FAGGRA09",6,5,2,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,55,NA,49,1
2,"FAGGRA09_HF_07","FAGGRA","9","FAGGRA09",7,1,9,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,53,NA,48,1
1,"FAGGRA09_HF_08","FAGGRA","9","FAGGRA09",8,4,6,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,70,NA,48,1
3,"FAGGRA09_HF_09","FAGGRA","9","FAGGRA09",9,4,7,"8_1",NA,"chill8","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,NA,NA,70,0
3,"FAGGRA09_HF_10","FAGGRA","9","FAGGRA09",10,1,8,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,47,NA,47,1
2,"FAGGRA09_HF_11","FAGGRA","9","FAGGRA09",11,8,3,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,63,NA,52,1
3,"FAGGRA09_HF_12","FAGGRA","9","FAGGRA09",12,3,8,"2_1",NA,"chill2","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,64,NA,53,1
3,"FAGGRA10_HF_01","FAGGRA","10","FAGGRA10",1,6,4,"4_2",8,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,NA,NA,NA,0
1,"FAGGRA10_HF_02","FAGGRA","10","FAGGRA10",2,4,3,"2_1",NA,"chill2","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,78,NA,64,1
1,"FAGGRA10_HF_03","FAGGRA","10","FAGGRA10",3,1,8,"1_3",NA,"chill1","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,51.7673318647914,54,NA,47,1
2,"FAGGRA10_HF_04","FAGGRA","10","FAGGRA10",4,3,3,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,54,NA,39,1
3,"FAGGRA10_HF_05","FAGGRA","10","FAGGRA10",5,1,5,"4_1",NA,"chill4","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,NA,NA,64,0
2,"FAGGRA10_HF_06","FAGGRA","10","FAGGRA10",6,2,5,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,47,NA,47,1
2,"FAGGRA10_HF_07","FAGGRA","10","FAGGRA10",7,5,2,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,45.4964798983769,NA,NA,NA,0
3,"FAGGRA10_HF_08","FAGGRA","10","FAGGRA10",8,3,8,"8_1",NA,"chill8","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,64,NA,48,1
3,"FAGGRA10_HF_09","FAGGRA","10","FAGGRA10",9,7,4,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,53.4607334489438,38,NA,38,1
3,"FAGGRA10_HF_10","FAGGRA","10","FAGGRA10",10,2,9,"1_1",NA,"chill1","time1",NA,NA,"0","0","","TS",13,-2,-18,13,0,0,40.243854,64,NA,48,1
3,"FAGGRA10_HF_11","FAGGRA","10","FAGGRA10",11,4,4,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,54,NA,39,1
3,"FAGGRA10_HF_12","FAGGRA","10","FAGGRA10",12,7,1,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,49.8365118379173,63,NA,63,1
3,"FAGGRA13_HF_01","FAGGRA","13","FAGGRA13",1,4,2,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,64,NA,32,1
2,"FAGGRA13_HF_02","FAGGRA","13","FAGGRA13",2,3,6,"8_3",NA,"chill8","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,66.678368297455,47,NA,33,1
3,"FAGGRA13_HF_03","FAGGRA","13","FAGGRA13",3,3,6,"2_1",NA,"chill2","time1",NA,NA,"1","-","","TS",13,-2,-18,13,1,NA,40.243854,53,NA,53,1
3,"FAGGRA13_HF_04","FAGGRA","13","FAGGRA13",4,3,6,"8_1",NA,"chill8","time1",NA,NA,"1","1","","TS",13,-2,-18,13,1,1,40.243854,70,NA,25,1
3,"FAGGRA13_HF_05","FAGGRA","13","FAGGRA13",5,5,2,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,45.4964798983769,38,NA,24,1
3,"FAGGRA13_HF_06","FAGGRA","13","FAGGRA13",6,1,9,"4_3",NA,"chill4","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,63.0118829365783,47,NA,39,1
3,"FAGGRA13_HF_07","FAGGRA","13","FAGGRA13",7,6,5,"4_2",9,"chill4","time2",NA,NA,"0","0","","DF",25,10,-6,10,0,0,51.3734415685938,55,NA,38,1
3,"FAGGRA13_HF_08","FAGGRA","13","FAGGRA13",8,4,7,"2_3",NA,"chill2","time3",NA,NA,"0","0","","DF",36,21,5,5,0,0,60.2845385132397,47,NA,39,1
